,id,date,price,bedrooms,bathrooms,qm_living,qm_lot,floors,waterfront,view,condition,grade,qm_above,qm_basement,yr_built,yr_renovated,zipcode,lat,long,qm_living15,qm_lot15
11,9212900260,2014-05-27,468000.0,2,1,107.76662950575995,557.4136008918618,1.0,0.0,0.0,4,7,79.89594946116686,1,1942,0.0,98115,47.69,-122.292,123.5600148643627,557.4136008918618
12,114101516,2014-05-28,310000.0,3,1,132.85024154589374,1848.8480118914904,1.5,0.0,0.0,4,7,132.85024154589374,0,1927,0.0,98028,47.7558,-122.229,165.36603493125233,1179.5800817539948
13,6054650070,2014-10-07,400000.0,3,1,127.27610553697511,899.2939427722038,1.0,0.0,0.0,4,7,127.27610553697511,0,1977,0.0,98074,47.6127,-122.045,127.27610553697511,948.3463396506876
14,1175000570,2015-03-12,530000.0,5,2,168.15310293571164,450.575994054255,1.5,0.0,0.0,3,7,168.15310293571164,0,1900,0.0,98107,47.67,-122.39399999999999,126.34708286882201,450.575994054255
15,9297300055,2015-01-24,650000.0,4,3,274.0616871051654,464.5113340765515,2.0,0.0,3.0,3,9,183.9464882943144,1,1979,0.0,98126,47.5714,-122.375,198.81085098476404,371.6090672612412
16,1875500060,2014-07-31,395000.0,3,2,175.58528428093646,1304.3478260869567,2.0,0.0,0.0,3,7,175.58528428093646,0,1994,0.0,98019,47.7277,-121.962,175.58528428093646,1302.30397621702
17,6865200140,2014-05-29,485000.0,4,1,148.64362690449647,399.4797473058343,1.5,0.0,0.0,4,7,148.64362690449647,0,1916,0.0,98103,47.6648,-122.34299999999999,149.5726495726496,399.4797473058343
18,16000397,2014-12-05,189000.0,2,1,111.48272017837236,915.0873281308064,1.0,0.0,0.0,4,7,111.48272017837236,0,1921,0.0,98002,47.3089,-122.21,98.47640282422893,473.337049424006
19,7983200060,2015-04-24,230000.0,3,1,116.12783351913788,908.0267558528429,1.0,0.0,0.0,4,7,116.12783351913788,0,1969,0.0,98003,47.3343,-122.306,118.9149015235972,822.1850613154962
20,6300500875,2014-05-14,385000.0,4,1,150.5016722408027,462.65328874024533,1.0,0.0,0.0,4,7,79.89594946116686,1,1947,0.0,98133,47.7025,-122.34100000000001,130.06317354143442,462.65328874024533
21,2524049179,2014-08-26,2000000.0,3,2,283.3519137866964,4168.246005202527,1.0,0.0,4.0,3,9,216.462281679673,1,1968,0.0,98040,47.5316,-122.23299999999999,381.82831661092536,1889.2604979561504
22,7137970340,2014-07-03,285000.0,5,2,210.8881456707544,585.2842809364549,2.0,0.0,0.0,3,8,210.8881456707544,0,1995,0.0,98092,47.3266,-122.169,208.10107766629508,650.7803790412487
23,8091400200,2014-05-16,252700.0,2,1,99.40542549238202,895.8565589000373,1.0,0.0,0.0,3,7,99.40542549238202,0,1985,0.0,98030,47.3533,-122.166,113.34076551467857,779.0784095131922
24,3814700200,2014-11-20,329000.0,3,2,227.61055369751026,603.864734299517,2.0,0.0,0.0,4,8,227.61055369751026,0,1985,0.0,98030,47.3739,-122.17200000000001,204.38498699368267,637.7740616871052
25,1202000200,2014-11-03,233000.0,3,2,158.8628762541806,436.3619472315125,1.5,0.0,0.0,5,6,158.8628762541806,0,1941,0.0,98002,47.3048,-122.21799999999999,95.68933481976961,437.10516536603495
26,1794500383,2014-06-26,937000.0,3,1,227.61055369751026,250.00000000000003,2.0,0.0,0.0,3,8,162.57896692679304,1,1915,0.0,98119,47.6386,-122.36,163.50798959494614,331.9397993311037
27,3303700376,2014-12-01,667000.0,3,1,130.06317354143442,146.8784838350056,1.5,0.0,0.0,5,8,130.06317354143442,0,1909,0.0,98112,47.6221,-122.314,172.79821627647715,358.69565217391306
28,5101402488,2014-06-24,438000.0,3,1,141.21144555927165,592.7164622816797,1.0,0.0,0.0,3,7,73.39279078409514,1,1948,0.0,98115,47.695,-122.304,141.21144555927165,579.2456335934597
29,1873100390,2015-03-02,719000.0,4,2,238.75882571534748,666.3879598662209,2.0,0.0,0.0,3,8,238.75882571534748,0,2005,0.0,98052,47.7073,-122.11,244.33296172426608,559.8290598290599
30,8562750320,2014-11-10,580500.0,3,2,215.5332590115199,369.751021924935,2.0,0.0,0.0,3,8,215.5332590115199,0,2003,0.0,98027,47.5391,-122.07,239.68784838350058,369.751021924935
31,2426039314,2014-12-01,280000.0,2,1,110.55369751021927,117.52136752136754,3.0,0.0,0.0,3,7,110.55369751021927,0,2005,0.0,98133,47.7274,-122.35700000000001,129.13415087328133,163.13638052768488
32,461000390,2014-06-24,687500.0,4,1,216.462281679673,464.5113340765515,1.5,0.0,0.0,4,7,140.28242289111856,1,1929,0.0,98117,47.6823,-122.368,135.63730955035305,464.5113340765515
33,7589200193,2014-11-10,535000.0,3,1,101.26347082868823,278.7068004459309,1.5,0.0,0.0,4,8,101.26347082868823,0,1929,0.0,98117,47.6889,-122.375,145.8565589000372,471.94351542177634
34,7955080270,2014-12-03,322500.0,4,2,191.37866963953923,618.6361947231513,1.0,0.0,0.0,3,7,118.9149015235972,1,1981,0.0,98058,47.4276,-122.15700000000001,187.66257896692682,810.1077666295058
35,9547205180,2014-06-13,696000.0,3,2,213.67521367521368,284.28093645484955,1.5,0.0,0.0,3,8,140.28242289111856,1,1930,2002.0,98115,47.6827,-122.31,147.71460423634338,303.23299888517283
36,9435300030,2014-05-28,550000.0,4,1,154.2177629134151,3237.4581939799336,1.0,0.0,0.0,1,5,86.39910813823857,1,1933,0.0,98052,47.6621,-122.132,200.66889632107026,1065.3102935711631
37,2768000400,2014-12-30,640000.0,4,2,219.2493496841323,557.4136008918618,2.0,0.0,0.0,4,8,219.2493496841323,0,1904,0.0,98107,47.6702,-122.36200000000001,160.72092159048682,436.64065403195843
38,7895500070,2015-02-13,240000.0,4,1,113.34076551467857,750.1858045336307,1.0,0.0,0.0,2,7,82.68301746562616,1,1969,0.0,98001,47.3341,-122.28200000000001,119.84392419175029,724.6376811594204
39,2078500320,2014-06-20,605000.0,4,2,243.403939056113,701.6908212560387,2.0,0.0,0.0,3,8,243.403939056113,0,1996,0.0,98056,47.5301,-122.18,243.403939056113,1104.0505388331476
40,5547700270,2014-07-15,625000.0,4,2,238.75882571534748,512.8205128205128,2.0,0.0,0.0,3,9,238.75882571534748,0,2000,0.0,98074,47.6145,-122.027,229.46859903381645,526.6629505759942
41,7766200013,2014-08-11,775000.0,4,2,392.04756596060946,2246.9342251950948,1.0,0.0,0.0,3,8,241.5458937198068,1,1984,0.0,98166,47.445,-122.34700000000001,223.89446302489782,2844.3887030843557
42,7203220400,2014-07-07,861990.0,5,2,333.9836492010405,523.8758825715348,2.0,0.0,0.0,3,9,333.9836492010405,0,2014,0.0,98053,47.6848,-122.016,336.77071720549986,523.8758825715348
43,9270200160,2014-10-28,685000.0,3,1,145.8565589000372,211.8171683389075,2.0,0.0,0.0,3,7,145.8565589000372,0,1922,0.0,98119,47.6413,-122.36399999999999,146.78558156819028,245.2619843924192
44,1432701230,2014-07-29,309000.0,3,1,118.9149015235972,897.0642883686363,1.0,0.0,0.0,4,6,85.47008547008548,1,1959,0.0,98058,47.4485,-122.175,124.48903753251581,818.2831661092531
45,8035350320,2014-07-18,488000.0,3,2,293.57116313638056,1263.749535488666,2.0,0.0,0.0,3,8,293.57116313638056,0,2003,0.0,98019,47.7443,-121.977,283.3519137866964,857.6737272389447
46,8945200830,2015-03-25,210490.0,3,1,91.9732441471572,792.2705314009662,1.0,0.0,0.0,3,6,91.9732441471572,0,1966,0.0,98023,47.3066,-122.37100000000001,114.08398364920104,821.2560386473431
47,4178300310,2014-07-16,785000.0,4,2,212.7461910070606,1246.376811594203,2.0,0.0,0.0,4,9,212.7461910070606,0,1981,0.0,98007,47.6194,-122.15100000000001,248.97807506503162,1271.3675213675215
48,9215400105,2015-04-28,450000.0,3,1,116.12783351913788,553.9762170196954,1.0,0.0,0.0,4,7,116.12783351913788,0,1953,0.0,98115,47.6796,-122.301,90.115198810851,473.80156075808253
49,822039084,2015-03-11,1350000.0,3,2,255.75994054254926,6039.111854329246,1.0,1.0,2.0,5,9,201.1334076551468,1,1953,0.0,98070,47.4041,-122.45100000000001,248.97807506503162,6736.622073578596
50,5245600105,2014-09-16,228000.0,3,1,110.55369751021927,854.6079524340395,1.0,0.0,0.0,3,7,110.55369751021927,0,1955,0.0,98148,47.4258,-122.322,110.55369751021927,869.9368264585656
51,7231300125,2015-02-17,345000.0,5,2,292.64214046822747,848.5693050910443,1.0,0.0,0.0,4,8,152.3597175771089,1,1966,0.0,98056,47.4934,-122.189,184.8755109624675,848.476402824229
52,7518505990,2014-12-31,600000.0,3,1,130.99219620958752,379.041248606466,1.0,0.0,0.0,4,7,92.9022668153103,1,1950,0.0,98117,47.6808,-122.384,130.99219620958752,379.041248606466
53,3626039271,2015-02-05,585000.0,2,1,183.9464882943144,794.3143812709031,1.0,0.0,0.0,3,7,91.9732441471572,1,1981,0.0,98117,47.6989,-122.369,137.49535488665924,625.9754738015608
54,4217401195,2015-03-03,920000.0,5,2,253.62318840579712,557.4136008918618,1.5,0.0,0.0,3,8,197.88182831661095,1,1927,0.0,98105,47.6571,-122.281,253.62318840579712,557.4136008918618
55,9822700295,2014-05-12,885000.0,4,2,262.91341508732813,464.5113340765515,2.0,0.0,0.0,3,9,262.91341508732813,0,1995,0.0,98105,47.6597,-122.29,181.1594202898551,464.5113340765515
56,9478500640,2014-08-19,292500.0,4,2,209.03010033444818,417.59568933481984,2.0,0.0,0.0,3,7,209.03010033444818,0,2008,0.0,98042,47.3663,-122.11399999999999,209.03010033444818,418.06020066889636
57,2799800710,2015-04-07,301000.0,3,2,224.82348569305094,441.2857673727239,2.0,0.0,0.0,3,8,224.82348569305094,0,2003,0.0,98042,47.3663,-122.12200000000001,249.9070977331847,441.2857673727239
58,7922800400,2014-08-27,951000.0,5,3,301.9323671497585,1332.4043106651804,2.0,0.0,4.0,4,8,301.9323671497585,0,1968,0.0,98008,47.588,-122.116,274.9907097733185,1026.012634708287
59,8079040320,2015-02-23,430000.0,4,3,171.86919360832405,926.7930137495356,2.0,0.0,0.0,3,8,171.86919360832405,0,1991,0.0,98059,47.5059,-122.149,210.8881456707544,793.5711631363806
60,1516000055,2014-12-10,650000.0,3,2,199.73987365291714,1972.7796358231142,1.0,0.0,3.0,4,8,147.71460423634338,1,1959,0.0,98166,47.4336,-122.339,238.75882571534748,1755.8528428093648
61,9558200045,2014-08-28,289000.0,3,1,117.05685618729098,780.3790412486065,1.0,0.0,0.0,3,7,117.05685618729098,0,1954,0.0,98148,47.4366,-122.335,119.84392419175029,812.8948346339652
62,5072410070,2014-10-21,505000.0,3,1,234.02081010776666,807.3206986250465,2.0,0.0,0.0,5,8,234.02081010776666,0,1973,0.0,98166,47.4428,-122.344,232.25566703827576,882.5715347454478
63,9528102996,2014-12-07,549000.0,3,1,143.06949089557787,96.98996655518395,3.0,0.0,0.0,3,8,143.06949089557787,0,2014,0.0,98115,47.6765,-122.32,146.78558156819028,287.06800445930884
64,1189001180,2014-06-03,425000.0,3,2,154.2177629134151,557.4136008918618,1.0,0.0,0.0,3,7,103.12151616499443,1,1979,0.0,98122,47.6113,-122.29700000000001,133.77926421404683,379.041248606466
65,3253500160,2014-11-20,317625.0,3,2,257.33927907840956,353.86473429951695,1.5,0.0,0.0,5,7,164.43701226309923,1,1925,0.0,98144,47.5747,-122.304,133.77926421404683,371.6090672612412
66,3394100030,2014-09-09,975000.0,4,2,252.69416573764403,1026.4771460423635,2.0,0.0,0.0,3,10,252.69416573764403,0,1989,0.0,98004,47.5815,-122.19200000000001,255.48123374210334,1026.4771460423635
67,3717000160,2014-10-09,287000.0,4,2,208.10107766629508,431.80973615756227,2.0,0.0,0.0,3,7,208.10107766629508,0,2005,0.0,98001,47.3378,-122.257,206.33593459680418,423.35562987736904
68,1274500060,2014-08-25,204000.0,3,1,92.9022668153103,1121.3303604607954,1.0,0.0,0.0,4,7,92.9022668153103,0,1968,0.0,98042,47.3621,-122.11,93.83128948346341,1173.8201412114456
69,1802000060,2014-06-12,1330000.0,5,2,297.28725380899294,1872.723894463025,1.0,0.0,0.0,3,8,148.64362690449647,1,1965,0.0,98004,47.6303,-122.215,314.9386845039019,1872.723894463025
70,1525059190,2014-09-12,1040000.0,5,3,443.14381270903016,4653.846153846154,1.0,0.0,0.0,4,11,285.20995912300265,1,1973,0.0,98005,47.6525,-122.16,327.9450018580454,3615.477517651431
71,1049000060,2015-01-05,325000.0,3,2,117.05685618729098,521.3675213675214,1.0,0.0,0.0,4,7,117.05685618729098,0,1972,0.0,98034,47.7362,-122.179,152.3597175771089,440.8212560386474
72,8820901275,2014-06-10,571000.0,4,2,255.48123374210334,725.2879970271275,1.5,0.0,0.0,5,7,209.03010033444818,1,1916,0.0,98125,47.7168,-122.287,140.28242289111856,725.2879970271275
73,5416510140,2014-07-10,360000.0,4,2,221.10739502043853,464.5113340765515,2.0,0.0,0.0,3,8,221.10739502043853,0,2005,0.0,98038,47.3608,-122.036,224.82348569305094,464.5113340765515
74,3444100400,2015-03-16,349000.0,3,1,166.29505759940545,4694.258639910814,1.0,0.0,0.0,5,7,101.26347082868823,1,1965,0.0,98042,47.3511,-122.073,180.230397621702,4694.258639910814
75,3276920270,2014-11-05,832500.0,4,4,318.65477517651436,3261.055369751022,2.0,0.0,0.0,4,10,222.03641768859163,1,1986,0.0,98075,47.5822,-121.98700000000001,301.0033444816054,3253.4373838721667
76,4036801170,2014-10-13,380000.0,4,1,163.50798959494614,678.1865477517653,1.0,0.0,0.0,3,7,81.75399479747307,1,1956,0.0,98008,47.6034,-122.125,156.07580824972132,696.7670011148273
77,2391600320,2015-04-20,480000.0,3,1,96.61835748792271,470.08547008547015,1.0,0.0,0.0,3,7,96.61835748792271,0,1941,0.0,98116,47.5636,-122.39399999999999,82.68301746562616,470.08547008547015
78,6300000287,2014-06-09,410000.0,3,1,130.99219620958752,470.08547008547015,1.0,0.0,0.0,4,7,84.54106280193237,1,1956,0.0,98133,47.7073,-122.34,104.97956150130064,528.8926049795615
79,1531000030,2015-03-23,720000.0,4,2,320.51282051282055,3686.6406540319585,2.0,0.0,0.0,3,10,320.51282051282055,0,2002,0.0,98010,47.342,-122.025,311.2225938312895,3692.8651059085846
80,5104520400,2014-12-02,390000.0,3,2,218.32032701597922,473.80156075808253,2.0,0.0,0.0,3,8,218.32032701597922,0,2003,0.0,98038,47.3512,-122.008,218.32032701597922,498.2348569305091
81,7437100340,2014-12-22,360000.0,4,2,176.5143069490896,547.1014492753624,2.0,0.0,0.0,3,7,176.5143069490896,0,1992,0.0,98038,47.349,-122.031,173.72723894463027,595.0390189520625
82,9418400240,2014-10-28,355000.0,2,1,187.66257896692682,624.3032329988853,1.0,0.0,0.0,3,7,93.83128948346341,1,1948,0.0,98118,47.5474,-122.291,159.79189892233373,624.3032329988853
83,1523059105,2015-01-28,356000.0,3,1,156.07580824972132,809.3645484949834,1.0,0.0,0.0,3,8,156.07580824972132,0,1964,0.0,98059,47.4811,-122.149,171.86919360832405,817.2612411742847
84,1133000671,2014-06-02,315000.0,3,1,89.18617614269789,616.3136380527685,1.0,0.0,0.0,3,6,89.18617614269789,0,1952,0.0,98125,47.7264,-122.31,145.8565589000372,669.1750278706801
85,4232902595,2014-11-14,940000.0,3,1,198.81085098476404,334.4481605351171,2.0,0.0,0.0,3,9,176.5143069490896,1,1925,0.0,98119,47.6337,-122.365,187.66257896692682,445.93088071348944
86,2599001200,2014-11-03,305000.0,5,2,247.1200297287254,780.3790412486065,1.5,0.0,0.0,5,7,247.1200297287254,0,1961,0.0,98092,47.2909,-122.189,147.71460423634338,758.5470085470087
87,3342103156,2014-06-18,461000.0,3,3,257.33927907840956,583.2404310665181,2.0,0.0,0.0,3,9,183.9464882943144,1,2006,0.0,98056,47.5228,-122.199,176.5143069490896,682.7387588257154
88,1332700270,2014-05-19,215000.0,2,2,149.5726495726496,189.520624303233,2.0,0.0,0.0,4,7,149.5726495726496,0,1979,0.0,98056,47.518,-122.194,181.1594202898551,188.12709030100336
89,3869900162,2014-09-04,335000.0,2,1,95.68933481976961,99.03381642512078,2.0,0.0,0.0,3,7,71.07023411371239,1,2006,0.0,98136,47.5394,-122.387,95.68933481976961,102.7499070977332
90,2791500270,2014-05-22,243500.0,4,2,183.9464882943144,687.7554812337422,2.0,0.0,0.0,3,7,183.9464882943144,0,1988,0.0,98023,47.2897,-122.37200000000001,183.9464882943144,697.6960237829803
91,5036300431,2015-03-11,1100000.0,5,2,327.0159791898923,590.2081010776664,2.0,0.0,0.0,4,10,327.0159791898923,0,2001,0.0,98199,47.6506,-122.391,234.11371237458195,580.6391675956894
92,4168000060,2015-02-26,153000.0,3,1,111.48272017837236,975.4738015607581,1.0,0.0,0.0,3,7,111.48272017837236,0,1962,0.0,98023,47.321999999999996,-122.351,125.4180602006689,975.4738015607581
93,6021501535,2014-07-25,430000.0,3,1,146.78558156819028,464.5113340765515,1.0,0.0,0.0,3,8,119.84392419175029,1,1939,0.0,98117,47.687,-122.38600000000001,145.8565589000372,418.06020066889636
94,6021501535,2014-12-23,700000.0,3,1,146.78558156819028,464.5113340765515,1.0,0.0,0.0,3,8,119.84392419175029,1,1939,0.0,98117,47.687,-122.38600000000001,145.8565589000372,418.06020066889636
95,1483300570,2014-09-08,905000.0,4,2,306.577480490524,952.2482348569306,1.0,0.0,0.0,3,7,222.03641768859163,1,1946,1991.0,98040,47.5873,-122.249,181.1594202898551,561.5942028985507
96,3422049190,2015-03-30,247500.0,3,1,182.0884429580082,1456.8004459308809,1.0,0.0,0.0,3,7,182.0884429580082,0,1967,0.0,98032,47.3576,-122.277,162.57896692679304,1450.7617985878858
97,1099611230,2014-09-12,199000.0,4,1,107.76662950575995,594.5745076179859,1.0,0.0,0.0,4,7,107.76662950575995,0,1975,0.0,98023,47.3036,-122.37799999999999,107.76662950575995,594.5745076179859
98,722079104,2014-07-11,314000.0,3,1,168.15310293571164,3883.3147528799705,1.0,0.0,0.0,5,7,112.41174284652547,1,1980,0.0,98038,47.4109,-121.958,153.288740245262,12545.150501672242
99,7338200240,2014-05-16,437500.0,3,2,215.5332590115199,3423.169825343739,2.0,0.0,2.0,3,9,215.5332590115199,0,1992,0.0,98045,47.4838,-121.714,236.90078037904127,3257.617985878856
100,1952200240,2014-06-11,850830.0,3,2,192.30769230769232,1230.1189149015238,1.5,0.0,0.0,5,9,117.98587885544408,1,1910,0.0,98102,47.6415,-122.315,204.38498699368267,418.06020066889636
101,5200100125,2014-10-27,555000.0,3,2,183.9464882943144,323.1140839836492,1.5,0.0,0.0,4,7,133.77926421404683,1,1929,0.0,98117,47.6775,-122.37200000000001,149.5726495726496,323.1140839836492
102,7214720075,2014-12-12,699950.0,3,2,203.45596432552955,9995.633593459681,2.0,0.0,0.0,4,8,203.45596432552955,0,1983,0.0,98077,47.7731,-122.08,238.75882571534748,4438.59160163508
103,2450000295,2014-10-07,1090000.0,3,2,271.2746191007061,753.7160906726125,2.0,0.0,0.0,3,8,271.2746191007061,0,1950,2010.0,98004,47.5814,-122.196,220.1783723522854,753.7160906726125
104,6197800045,2014-09-24,290000.0,3,1,112.41174284652547,3151.15198810851,1.0,0.0,0.0,3,7,112.41174284652547,0,1954,0.0,98058,47.4375,-122.184,152.3597175771089,1385.1727982162765
105,1328310370,2015-04-02,375000.0,3,2,217.39130434782612,929.4871794871796,1.0,0.0,0.0,4,8,135.63730955035305,1,1978,0.0,98058,47.4431,-122.133,209.03010033444818,758.2683017465627
106,546000875,2014-05-23,460000.0,3,1,155.1467855815682,372.07357859531777,1.5,0.0,0.0,4,7,108.69565217391306,1,1939,0.0,98117,47.6878,-122.38,115.19881085098477,372.07357859531777
107,3530510041,2014-07-23,188500.0,2,1,115.19881085098477,231.60535117056858,1.0,0.0,0.0,4,8,115.19881085098477,0,1985,0.0,98198,47.3813,-122.322,117.98587885544408,461.352657004831
108,1853000400,2015-03-05,680000.0,4,2,291.7131178000744,2604.700854700855,2.0,0.0,0.0,4,10,291.7131178000744,0,1991,0.0,98077,47.7304,-122.08200000000001,277.7777777777778,3251.672240802676
109,3134100116,2014-08-27,470000.0,5,1,188.5916016350799,1146.5997770345598,2.0,0.0,0.0,4,7,188.5916016350799,0,1942,0.0,98052,47.6417,-122.109,232.25566703827576,876.3470828688221
110,9545230140,2014-07-25,597750.0,4,2,214.6042363433668,894.0914158305463,2.0,0.0,0.0,3,8,214.6042363433668,0,1984,0.0,98027,47.5386,-122.053,180.230397621702,895.2062430323301
111,3362400511,2015-03-04,570000.0,3,1,117.05685618729098,309.17874396135267,1.0,0.0,0.0,5,6,65.03158677071721,1,1905,0.0,98103,47.6823,-122.34899999999999,128.2051282051282,328.5024154589372
112,2525310310,2014-09-16,272500.0,3,1,143.06949089557787,1170.5685618729099,1.0,0.0,0.0,4,7,107.76662950575995,0,1980,0.0,98038,47.3624,-122.031,143.06949089557787,1082.8688219992569
113,6126500060,2014-11-24,329950.0,3,1,193.23671497584542,554.5336306205872,1.0,0.0,2.0,3,7,100.33444816053513,1,1971,0.0,98108,47.5474,-122.295,194.16573764399854,510.9624674842067
114,8961960160,2014-10-28,480000.0,4,2,300.0743218134523,1502.322556670383,2.0,0.0,0.0,3,9,234.11371237458195,1,2001,0.0,98001,47.3183,-122.25299999999999,245.2619843924192,791.2486064659978
115,3626039325,2014-11-21,740500.0,3,3,406.9119286510591,589.9293942772205,2.0,0.0,0.0,3,8,258.26830174656266,0,1900,0.0,98117,47.6981,-122.368,170.01114827201786,589.9293942772205
116,3362400431,2014-06-26,518500.0,3,3,147.71460423634338,102.37829803047195,3.0,0.0,0.0,3,8,147.71460423634338,0,2010,0.0,98103,47.6824,-122.34700000000001,150.5016722408027,294.1285767372724
117,4060000240,2014-06-23,205425.0,2,1,81.75399479747307,629.8773690078038,1.0,0.0,0.0,4,6,81.75399479747307,0,1945,0.0,98178,47.5009,-122.24799999999999,110.55369751021927,629.8773690078038
118,3454800060,2015-01-08,171800.0,4,2,145.8565589000372,891.8617614269789,1.0,0.0,0.0,3,6,145.8565589000372,0,1950,0.0,98168,47.4965,-122.303,174.65626161278337,836.1204013377927
119,1695900060,2015-05-11,535000.0,4,1,149.5726495726496,277.0345596432553,1.5,0.0,0.0,4,7,149.5726495726496,0,1925,0.0,98144,47.586999999999996,-122.294,149.5726495726496,375.32515793385363
120,7278700070,2015-01-02,660000.0,3,2,222.96544035674472,601.4492753623189,1.0,0.0,2.0,3,8,144.92753623188406,1,1964,0.0,98177,47.7728,-122.38600000000001,217.39130434782612,1008.5470085470087
121,6675500070,2014-11-19,391500.0,3,2,134.70828688219993,848.3835005574136,1.0,0.0,0.0,3,7,134.70828688219993,0,1987,0.0,98034,47.7288,-122.226,146.78558156819028,845.782237086585
122,3626039187,2015-04-06,395000.0,2,1,71.53474544778894,557.4136008918618,1.0,0.0,0.0,3,6,71.53474544778894,0,1953,0.0,98117,47.6999,-122.36399999999999,158.8628762541806,557.4136008918618
123,3524049083,2014-11-04,445000.0,4,1,195.09476031215164,408.76997398736535,1.5,0.0,0.0,5,7,159.79189892233373,1,1924,0.0,98118,47.5299,-122.266,171.86919360832405,408.76997398736535
124,3275860240,2014-06-18,770000.0,3,2,270.345596432553,947.9747305834263,2.0,0.0,0.0,3,9,270.345596432553,0,1990,0.0,98052,47.6897,-122.098,250.8361204013378,1299.8885172798218
125,4389200955,2015-03-02,1450000.0,4,2,255.48123374210334,1652.6384243775549,1.5,0.0,0.0,3,8,183.9464882943144,1,1914,1992.0,98004,47.6141,-122.212,284.28093645484955,1047.4730583426237
126,4058801670,2014-07-17,445000.0,3,2,195.09476031215164,761.8914901523598,1.0,0.0,2.0,3,8,150.5016722408027,1,1967,0.0,98178,47.5091,-122.244,247.1200297287254,809.3645484949834
127,8732020310,2014-07-17,260000.0,4,2,200.66889632107026,818.5618729096991,1.0,0.0,0.0,3,8,126.34708286882201,1,1978,0.0,98023,47.3129,-122.39,194.16573764399854,780.3790412486065
128,2331300505,2014-06-13,822500.0,5,3,215.5332590115199,460.7952434039391,2.0,0.0,0.0,5,7,159.79189892233373,1,1926,0.0,98103,47.6763,-122.352,157.9338535860275,460.7952434039391
129,7853210060,2015-04-06,430000.0,4,2,192.30769230769232,400.40876997398743,2.0,0.0,0.0,3,7,192.30769230769232,0,2004,0.0,98065,47.5319,-121.85,183.01746562616128,348.197696023783
130,3668000070,2015-01-05,212000.0,3,1,98.47640282422893,731.6053511705686,1.0,0.0,0.0,4,7,98.47640282422893,0,1986,0.0,98092,47.2761,-122.152,131.92121887774064,713.4894091415831
131,9545240070,2015-04-28,660500.0,4,2,186.73355629877372,892.1404682274249,1.0,0.0,0.0,3,8,133.77926421404683,1,1986,0.0,98027,47.5343,-122.054,191.37866963953923,909.7918989223338
132,1243100136,2014-06-12,784000.0,3,3,366.9639539204757,10319.397993311039,1.5,0.0,0.0,3,9,228.53957636566335,1,1989,0.0,98052,47.696999999999996,-122.072,230.39762170196954,8221.850613154962
133,8929000270,2014-05-12,453246.0,3,2,186.73355629877372,212.46748420661467,2.0,0.0,0.0,3,8,129.13415087328133,1,2014,0.0,98029,47.5517,-121.99799999999999,157.00483091787441,154.40356744704573
134,2767602356,2015-01-26,675000.0,4,3,198.81085098476404,211.63136380527686,3.0,0.0,0.0,3,9,198.81085098476404,0,2005,0.0,98107,47.6734,-122.38,143.06949089557787,212.28167967298404
